1.433	0.993	-10714.391
1.882	1.524	-10713.683
2.796	2.120	-10728.662
3.586	1.213	-10742.325
4.131	1.690	-10747.309
4.436	2.419	-10752.272
4.291	3.324	-10740.687
3.747	1.801	-10735.078
1.845	1.264	-10715.242
0.302	0.371	-10700.501
-0.527	-1.528	-10699.585
-0.087	-1.329	-10711.309
-0.300	-1.639	-10708.509
-0.314	-1.543	-10711.623
0.202	-1.521	-10725.165
0.140	-0.542	-10730.088
-0.206	-0.387	-10731.170
0.267	-0.097	-10743.957
1.366	-0.110	-10755.585
0.501	-1.066	-10742.801
0.296	-1.868	-10742.907
-0.232	-0.474	-10741.908
0.549	1.302	-10744.605
1.210	1.534	-10752.597
3.018	2.389	-10776.736
2.782	3.543	-10773.915
1.577	4.231	-10759.078
0.644	4.790	-10760.460
0.645	4.346	-10769.569
-0.046	3.941	-10767.200
-1.788	3.861	-10753.325
-2.742	2.899	-10736.958
-3.541	2.633	-10728.880
-2.281	2.116	-10734.850
-1.341	4.276	-10751.034
0.279	4.975	-10767.534
1.306	5.750	-10778.139
3.188	5.065	-10808.392
3.203	3.684	-10816.722
0.637	3.095	-10798.722
-0.207	2.548	-10791.748
-0.090	2.500	-10793.987
0.333	1.649	-10796.367
-0.931	1.901	-10777.693
-1.432	1.377	-10762.464
-0.617	0.653	-10762.377
-0.817	-0.061	-10761.650
-1.717	-1.241	-10739.575
-0.114	-1.729	-10744.808
0.458	-1.480	-10747.669
-0.747	-1.525	-10730.479
-0.896	-0.021	-10728.721
0.415	1.070	-10740.493
-0.422	0.401	-10718.489
-0.420	0.050	-10718.071
0.063	-0.085	-10724.893
-0.954	-0.415	-10716.300
-2.049	-1.361	-10702.242
-2.604	-1.270	-10696.920
-2.097	0.489	-10721.062
-2.460	1.270	-10733.622
-1.647	0.674	-10739.472
-1.567	1.376	-10742.507
-0.826	2.157	-10739.170
-0.029	3.179	-10743.008
1.053	2.429	-10755.964
-0.046	0.969	-10750.953
0.765	-0.595	-10759.649
-0.219	-1.205	-10739.222
-1.034	0.579	-10727.241
-1.012	1.015	-10719.912
-0.930	1.044	-10725.481
-0.228	0.099	-10739.041
-0.721	-1.232	-10731.934
-0.689	-3.294	-10726.733
-0.708	-4.833	-10723.168
-0.838	-5.167	-10723.587
-1.793	-5.078	-10705.966
-1.115	-3.602	-10700.764
-1.681	-3.423	-10695.769
-2.074	-3.483	-10708.112
-1.584	-2.066	-10718.512
-0.342	-0.632	-10741.487
-1.114	-0.651	-10742.042
-1.409	0.453	-10739.555
0.220	2.458	-10761.226
0.871	3.997	-10769.970
-0.258	3.415	-10758.148
-0.463	2.211	-10758.010
0.440	0.981	-10760.527
-0.424	0.238	-10736.779
-0.012	1.983	-10733.487
-1.029	3.618	-10734.463
-0.341	4.193	-10747.408
-0.370	5.620	-10759.501
0.353	3.961	-10782.732
1.594	2.486	-10791.625
1.690	1.770	-10783.613
1.205	1.479	-10773.326
0.334	1.299	-10764.831
1.642	1.514	-10775.430
3.485	2.110	-10795.631
4.688	2.634	-10804.941
5.414	3.949	-10805.465
4.308	3.609	-10779.125
2.759	4.130	-10761.398
3.006	5.110	-10767.314
2.366	4.605	-10768.404
1.456	4.148	-10757.898
1.308	3.101	-10751.905
3.059	2.801	-10773.922
3.758	2.212	-10785.746
4.647	0.934	-10796.967
5.307	-0.074	-10792.065
3.699	-0.045	-10767.625
1.849	0.189	-10740.905
0.675	-1.019	-10729.390
0.485	-1.389	-10716.063
